,static,sentence
8176,冷媒,"空调不冷,空调不凉,雪种少"
8177,起动机,"客户反映发动机打不着车,起动机无反应,检查电瓶电压正常，检查启动电锁、继电器正常，检查起动马达线速连接是否松动正常，检查起动马达齿轮未打齿，检查飞轮齿圈未打齿，判断为起动马达内部线圈损坏，需要更换起动马达，更换启动马达后正常。（因该车辆属军工系统车辆，涉及国家机密，进入该区域维修必须经过特殊安检并没收所有电子产品，并不允许拍摄。此情况已向厂家打报告并附有截图）	"
8178,冷媒,"空调不制冷,空调不制冷,压缩机离合器总是掉"
8179,推拉软轴,"小臂发卡,用户反映该机小臂发卡,软轴调节不到位导致发卡"
8180,放水阀,"漏气,该机储气筒漏气,现场检查该机储气筒上放水阀不回位导致储气筒漏气"
8181,左门锁,"门打不开,门锁打不开,门锁锁瓣调整不当"
8182,冷媒,"空调不制冷,空调不制冷,检查控制面板，挂压力表发现压缩机缺氟利昂"
8183,左门锁,"门锁损坏,锁不住,门锁损坏"
8184,起动机,"无法启动,无法启动,无法启动"
8185,左门锁,"左门关不上，,用户反映左门关不上,锁扣断裂"
8186,放水阀,"前传动轴支撑轴承黄油嘴损坏,空气罐放水阀损坏漏气,空气罐放水阀损坏"
8187,推拉软轴,"大臂重,大小臂重,调整操纵软轴"
8188,左门锁,"门关不上,门关不上,调试门锁拉线位置"
8189,推拉软轴,"操作杆重,动臂操纵杆重，间隙大，动作迟钝,阀杆拉线固定螺帽松动，拉线脱离支架"
8190,冷媒,"用户反应空调不凉,用户反应空调不凉,经服务人员现场检查发现空调系统低压-0.02kpa高压9kpa观察镜内有几个气泡判断缺少佛里昂，打压检漏没有发现漏点"
8191,推拉软轴,"用户于2018年7月19日在我公司购买柳工CLG833 装载机一台，整机编号：LGZ833ZZAJZ008252，用户报修车辆漏油，动臂沉，请服务人员及时处理，谢谢！,用户报修动臂沉,质量原因"
8192,起动机,"车子打不着；车子启动困难，打不着。,车子打不着,车子打不着"
8193,起动机,"发动机启动困难,发动机启动困难，重新安装后正常,发动机启动困难，重新安装后正常"
8194,燃油箱,"柴油箱漏油,漏油,焊接工艺问题，导致开裂"
8195,前桥螺栓,"骑马螺栓断裂,前桥固定螺栓断裂,螺栓断裂"
8196,工作泵,"液压油窜入变速箱,驾驶室底下漏油,工作泵垫片损坏"
8197,前桥螺栓,"桥异响,该机桥异响,现场检查该机前桥左右螺栓松动脱落（共4颗）"
8198,冷媒,"空调不制冷,空调不制冷,缺氟导致压缩机打不开不制冷"
8199,左门锁,"左门锁打不开,左门锁打不开,门锁里面卡死"
8200,左门锁,"门锁坏了,门锁坏了,门锁坏了"
8201,工作灯,"空调不制冷，驾驶室工作灯不亮,驾驶室工作灯不亮,工作灯温度高"
8202,左门锁,"左门关不上,用户来电报修左门锁关不上,松动"
8203,左门锁,"左门锁损坏,左门关门后从里面无法打开,门锁失效"
8204,冷媒,"空调不制冷,空调不制冷,空调冷媒缺失"
8205,推拉软轴,"动臂拉线沉重,动臂操纵手柄沉重,判定是动臂推拉软轴调整不到位导致，调整推拉软轴后试车正常"
8206,左门锁,"定位锁损坏,定位锁损坏,门锁拉线移位"
8207,起动机,"整机无法启动,起动机无反应,检查电瓶电压正常，检查启动电锁、继电器正常，检查起动马达线速连接是否松动正常，检查起动马达齿轮未打齿，检查飞轮齿圈未打齿，判断为起动马达内部线圈损坏，需要更换起动马达，更换启动马达后正常。	"
8208,左门锁,"门锁打不开,门锁打不开,门锁拉线断开"
8209,左门锁,"门锁锁不住,门打开后锁芯锁扣自动下落,锁扣锁芯损坏"
8210,起动机,"整机无法启动,起动机无反应	,检查电瓶电压正常，检查启动电锁、继电器正常，检查起动马达线速连接是否松动正常，检查起动马达齿轮未打齿，检查飞轮齿圈未打齿，判断为起动马达内部线圈损坏，需要更换起动马达，更换启动马达后正常。"
8211,左门锁,"驾驶室门打不开,驾驶室门打不开,门锁锁芯滑道磨损严重"
8212,推拉软轴,"无力,大小臂操作无力。,大小臂操作软轴松动。"
8213,燃油箱,"用户反映车子柴油箱漏油。,用户反映车子柴油箱漏油。,燃油箱焊接处开裂"
8214,燃油箱,"客户来电反映车子柴油箱漏油,客户来电反映车子柴油箱漏油。,燃油箱底部焊接处开裂"
8215,工作灯,"工作灯不亮，灯进水情况,顶部工作灯进水不亮,顶部工作灯进水不亮"
8216,起动机,"打不着车,起动机无反应,判断为起动马达内部线圈损坏，需要更换起动马达，更换启动马达后正常。"
8217,左门锁,"门锁损坏,左门门锁无法打开关上,左门锁损坏"
8218,冷媒,"空调不知冷,少弗,少弗加上就"
8219,起动机,"车打不着,无法启动,车打不着，无法启动，更换新的 起动机后，工作一切正常"
8220,上罩,"发动机顶盖调漆,发动机机罩右侧油漆脱落,产品质量问题"
8221,放水阀,"排水阀损坏,手动放水阀损坏,储气罐手动放水阀绣死损坏"
8222,推拉软轴,"操纵杆沉重,操作杆重,操作软轴拉线位置不对"
8223,起动机,"机子无法启动,用户报修机子无法启动,启动机内部损坏导致故障。"
8224,空调继电器,"无空调,故障现象为无空调,经更换继电器后，试机运作状况正常"
8225,前桥螺栓,"前骑马螺丝脱落,前桥安装螺栓脱落,前桥安装螺栓脱落断裂"
8226,推拉软轴,"大臂起的慢,大臂起的慢,检查发现大臂起升的软轴没有到位调整到位作正常"
8227,前桥螺栓,"前桥螺丝断裂,前桥固定螺栓断裂,前桥固定螺栓断裂"
8228,放水阀,"气包漏气,气包漏气,放水阀弹簧密封处脏"
8229,放水阀,"手动排水阀漏气,车子漏气,排水阀排气口卡锈渣漏气"
8230,左门锁,"用户来电报修：工作泵下面漏油 ,用户报修该机门锁弹不出来关不起门,门锁把手内有铁渣导致门锁弹不出来"
8231,空调继电器,"空调不制冷,空调不制冷,空调冷凝器风扇继电器损坏及压缩机继电器插脚腐蚀，接触不良导致空调不制冷"
8232,上罩支架,"用户来电报修：后机罩断裂,客户报修，该机后机罩断裂,机罩支架接口断裂"
8233,上罩,"发动机上机罩大面积脱漆，开裂！,发动机机罩左侧油漆脱落,机罩与油漆底部中间氧化"
8234,上罩,"引擎盖油漆开裂,发动机罩油漆开裂脱落,发动机罩油漆开裂脱落"
8235,推拉软轴,"操纵杆重,操纵杆沉重,操纵软轴发卡导致操纵杆沉重"
8236,燃油箱,"柴油箱漏油，需更换,柴油箱漏油,柴油箱焊缝开裂"
8237,冷媒,"用户来电报修：空调不制冷 ,机子空调不制冷,检查发现压缩机缺少冷媒导致空调制冷效果差，不制冷"
8238,上罩,"发动机上面防护网断裂,发动机上面防护网断裂，,发动机上面防护网断裂"
8239,左门锁,"门锁坏了,故障现象为门锁坏,经更换拉索软轴后，整机正常工作"
8240,起动机,"打不着火,起动马达不工作,起动机吸拉线圈烧坏"
8241,上罩,"补漆,机罩油漆掉落,油漆脱落"
8242,起动机,"CLG850HZVJL625269机子无法启动（安顺）,机子无法启动,起动机损坏导致机子无法启动"
8243,冷媒,"用户来电报修：空调不制冷,空调不制冷,用表检测发现高压过高导致不制冷"
8244,上罩,"发动机上罩油漆开裂,发动机上罩油漆开裂,发动机上罩油漆开裂"
8245,上罩,"掉漆,后机罩掉漆,后机罩油漆脱落、剥离"
8246,上罩支架,"后桥及摆架部位有异响,发动机上罩支架断裂,支架断裂"
8247,推拉软轴,"举升慢,举升慢,推拉软轴松动"
8248,上罩,"后机罩油漆脱落；由于客户拥有多台装机，产生误报机号。其所有资料及信息均在单号为BX20190429140152801,经到现场检查发现发动机罩油漆脱落,质量问题"
8249,上罩支架,"机罩主梁断裂,机罩支架断裂,机罩支架断裂"
8250,继电器,"空滤报警,空滤报警  故障灯常亮,继电器松动 重新插试 试车正常"
8251,推拉软轴,"操纵手柄沉,操纵杆沉,多路阀阀芯调整不到位"
8252,上罩支架,"机罩开裂,整机工作542小时，用户报修该发动机罩支架断裂,发动机罩支架开裂"
8253,左门锁,"门打不开,门打不开,锁芯国定片与拉杆有干涉现象"
8254,工作灯,"顶灯不亮,驾驶室顶灯不亮,驾驶室顶灯搭铁线不正常"
8255,空调继电器,"用户来电报修：空调关不了 ,机子空调风扇关闭不了，不制冷（用户自行购买继电器，不予索赔）,继电器损坏、失效导致空调风扇关闭不了，不制冷"
8256,冷媒,"空调制冷效果不好,空调制冷效果不好,缺氟"
8257,左门锁,"左门锁关不上,左门锁关不上,左门锁卡死"
8258,组合阀,"气压低,气压不足,组合法街头松动"
8259,冷媒,"空调不凉,空调不凉,雪种少"
8260,冷媒,"空调不制冷,空调不制冷,空调"
8261,工作灯,"后灯损坏,检查后工作灯损坏，更换后工作灯，客户碰坏的，客户自购配件，上门安装。,检查后工作灯损坏，更换后工作灯，客户碰坏的，客户自购配件，上门安装。"
8262,上罩支架,"发动机后机罩开裂。,发动机后机罩开裂,焊接发动机后机罩。"
8263,上罩支架,"该车发动机机罩开裂。,该车发动机机罩开裂。,焊接发动机机罩。"
8264,推拉软轴,"转斗操作杆断裂,转斗操作杆断裂,断裂"
8265,上罩支架,"上罩总成多处断裂,该机上罩总成多处断裂,该机在工作过程中由于振动导致上罩总成多处断裂"
8266,冷媒,"空调不凉,冷气不够凉,雪种不够"
8267,工作灯,"工作灯不亮,驾驶室后顶灯不亮,电路短路"
8268,前桥螺栓,"发动机保养，桥螺栓断裂,前桥固定螺栓断裂,前桥右固定螺栓断裂"
8269,推拉软轴,"动臂举升缓慢,动臂举升缓慢,工作时间长了，软轴插销有点磨损，需调整软轴"
8270,工作泵,"工作泵漏油,,工作泵接口漏油,工作泵接口漏油"
8271,左门锁,"门关不上,门关不上,调整门锁拉线位置"
8272,起动机,"启动无反应,启动无反应,起动马达损坏"
8273,上罩支架,"上照壳炸裂,发动机上罩总成多处自然脱焊,发动机上罩总成多处自然脱焊"
8274,空调压缩机,"空调不制冷,空调不制冷，,压缩机坏了"
8275,起动机,"车辆不启动,起动马达不工作,起动机吸拉线圈烧坏"
8276,继电器,"继电器坏,故障现象为继电器坏,经更换继电器后，整机运作状况正常"
8277,推拉软轴,"大臂拉杆沉,大臂拉杆沉,大臂拉线软轴进异物堵塞"
8278,工作灯,"大灯不亮,前顶灯右边不亮，后尾灯右边不亮,老化"
8279,冷媒,"空调不制冷,空调无制冷,损耗"
8280,工作灯,"左门定位锁锁不上，后大灯不亮,后大灯不亮,装配问题"
8281,前桥螺栓,"前桥螺丝断了2颗,前桥螺栓断裂,前桥螺栓断裂"
8282,放水阀,"气包上水盘不上水,气包放水阀不排水,放水阀皮垫卡到阀体上"
8283,按钮阀,"变速箱压力报警机器不走了,变速箱压力报警机器无法行走,因按钮阀损坏导致变速箱压力报警机器无法行走"
8284,放水阀,"挂上档不走，无刹车。,挂上档不走，无刹车,空气罐排水阀漏气"
8285,冷媒,"空调不制冷,空调开两三个小时后不凉,系统压力稍低，空调开久了暖气处于工作状态。"
8286,前桥螺栓,"前桥螺栓断了,前桥右侧固定螺栓断裂丢失,断裂丢失"
8287,推拉软轴,"掉臂,掉斗,转斗操纵软轴发卡"
8288,空调继电器,"空调不制冷,用户来电报修空调不制冷,继电器损坏"
8289,组合阀,"制动效果不明显,刹车制动不明显,油水分离组合阀漏气"
8290,放水阀,"整车无电；整车无电，手动放水阀不工作,客户反应手动放水阀不排水,放水阀出厂时没有安装好密封环"
8291,起动机,"启动不了,启动不了,起动电机损坏"
8292,起动机,"发动机连接变速箱处漏油,变速箱连接发动机处漏油,原因是马达的密封圈损坏导致漏油"
8293,空调继电器,"用户来电报修：1、喇叭不响 2、空调时有时无 ,机子空调不制冷,检查发现空调继电器损坏导致空调不制冷"
8294,继电器,"全车无电,烧保险,继电器发烫导制烧保险"
8295,推拉软轴,"动作慢,操作杆软轴松动,操作杆软轴松动"
8296,前桥螺栓,"桥螺丝断裂,桥螺丝断裂,前桥螺栓断裂"
8297,冷媒,"没有空调,装载机没空调,无"
8298,燃油箱,"柴油箱漏油,焊接处漏油,焊接处有沙眼"
8299,起动机,"用户报修车辆无法启动，请尽快维修。,用户报修车打不着,起动机磁力开关损坏"
8300,推拉软轴,"机子转斗收不了,手刹处漏气,转斗收不回来,客户反映该机转斗收不回来，经现场查看拉转斗操纵杆时明显感觉拉线不到位，进一步检查发现是分配阀处固定拉线的螺栓松动，导致拉线不能正常运行"
8301,前桥螺栓,"铲斗提不起来,该机在受力转弯时机子有异响,经检查导致机子受力转弯时异响是因为前桥壳固定螺栓松动所致"
8302,推拉软轴,"铲斗提不起来,该机转斗无动作，拉拉线不起作用,该机转斗无动作，拉拉线不起作用，是因为分配阀处固定拉线的螺丝松动，导致拉线无张力所致"
8303,冷媒,"空调制冷差,制冷效果差,不祥"
8304,前桥螺栓,"前桥固定螺栓断裂,用户反映前桥固定螺栓断裂,用户反映前桥固定螺栓断裂"
8305,起动机,"客户董大平于2019年2月12日购买机型CLG855N装载机一台，机号CLG855NZCJL617388，在乌海施工，报修车辆打不着火，请尽快派人维修,客户报修车辆不着火。,启动马达判断为内部线路短路、烧蚀，导致车辆启动无反应。"
8306,放水阀,"气压下降快,停车后，气压下降快,空气罐下部放水阀卡住"
8307,放水阀,"放水阀漏气,储气罐放水阀损坏，导致气制官路没有气压，无法行驶,储气罐放水阀损坏导致气制官路没有气压，无法正常工作，更换"
8308,左门锁,"门锁打不开,左门锁打不开,损坏"
8309,燃油箱,"柴油箱漏油,柴油箱漏油,柴油箱焊缝处有裂纹"
8310,放水阀,"气压上升慢,打火后，气压上升慢,气瓶下部放水阀卡住"
8311,推拉软轴,"用户来电报修：大臂会自动提升，手刹不灵 ,动臂会自动提升,动臂会自动提升"
8312,起动机,"打不燃,无法启动,到现场检查发现起动机击穿，起动机垫片不见，导致无法起动"
